!tags;Name;Level;School;Element;Casting time;Concentration;Ritual;Duration;Components;Classes;!href
no conc,no concentration,no ritual,Warlock*,Wizard*;Circle of Death;6;Necromancy (Black);Death;1 action;;;Instantaneous;V, S, M (an onyx worth at least 500 gp);Warlock, Wizard;#!spells/Level6/Circle of Death.md
no ritual,Wizard*;Combat Fervor;6;Transmutation;Fire;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Wizard;#!spells/Level6/Combat Fervor.md
no conc,no concentration,no ritual,Wizard*;Contingency;6;Abjuration;Aether;10 minutes;;;10 days;V, S, M (a lightning ridge opal worth at least 1,500 gp);Wizard;#!spells/Level6/Contingency.md
no ritual,Bard*,Wizard*;Convulsive Paroxysm;6;Enchantment (Compulsion);Darkness;1 action;Concentration;;Concentration, up to 1 minute;V;Bard, Wizard;#!spells/Level6/Convulsive Paroxysm.md
no conc,no concentration,no ritual,Wizard*;Create Familiar;6;Transmutation;Earth;1 action;;;Instantaneous;V, S, M (clay, ash, and mandrake root, all of which the spell consumes, a diamond dagger worth at least 1,000 gp);Wizard;#!spells/Level6/Create Familiar.md
no conc,no concentration,no ritual,Cleric*,Warlock*,Wizard*;Create Undead;6;Necromancy (Black);Death;1 minute;;;Instantaneous;V, S, M (an onyx worth at least 150 gp for each corpse);Cleric, Warlock, Wizard;#!spells/Level6/Create Undead.md
no conc,no concentration,no ritual,Wizard*;Disintegrate;6;Transmutation;Aether;1 action;;;Instantaneous;V, S, F;Wizard;#!spells/Level6/Disintegrate.md
no conc,no concentration,no ritual,Druid*;Druid Grove;6;Abjuration;Light;10 minutes;;;24 hours;V, S, M (diaspore dust and moonstone dust, both of which the spell consumes);Druid;#!spells/Level6/Druid Grove.md
no ritual,Bard*,Warlock*,Wizard*;Eyebite;6;Enchantment (Compulsion);Darkness;1 action;Concentration;;Concentration, up to 1 minute;V, S;Bard, Warlock, Wizard;#!spells/Level6/Eyebite.md
no ritual,Bard*,Cleric*,Druid*;Find the Path;6;Divination;Aether;1 minute;Concentration;;Concentration, up to 1 day;V, S, M (a map, compasses worth at least 100 gp and an object from the location you wish to find);Bard, Cleric, Druid;#!spells/Level6/Find the Path.md
no ritual,Warlock*,Wizard*;Flesh to Stone;6;Transmutation;Earth;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Warlock, Wizard;#!spells/Level6/Flesh to Stone.md
no conc,no concentration,Cleric*;Forbiddance;6;Abjuration;Aether;10 minutes;;Ritual;1 day;V, S, M (a sprinkling of holy or unholy water, rare incense, and powdered gemstone worth at least 1,000 gp, which the spell consumes);Cleric;#!spells/Level6/Forbiddance.md
no ritual,Wizard*;Globe of Invulnerability;6;Abjuration;Water;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Wizard;#!spells/Level6/Globe of Invulnerability.md
no conc,no concentration,no ritual,Bard*,Wizard*;Guards and Wards;6;Abjuration;Aether;10 minutes;;;24 hours;V, S, M (burning incense imbued with grey spinel, emerald and amethyst dust worth at least 150 gp each);Bard, Wizard;#!spells/Level6/Guards and Wards.md
no conc,no concentration,no ritual,Cleric*;Harm;6;Necromancy (Black);Death;1 action;;;Instantaneous;V, S;Cleric;#!spells/Level6/Harm.md
no conc,no concentration,no ritual,Cleric*,Druid*;Heal;6;Necromancy (White);Light;1 action;;;Instantaneous;V, S;Cleric, Druid;#!spells/Level6/Heal.md
no conc,no concentration,no ritual,Cleric*,Druid*;Heroes' Feast;6;Conjuration (Creation);Light;10 minutes;;;Instantaneous;V, S, M (a gem-encrusted bowl worth at least 1,000 gp, which the spell consumes);Cleric, Druid;#!spells/Level6/Heroes Feast.md
no conc,no concentration,Wizard*;Instant Summon;6;Conjuration (Teleportation);Aether;1 minute;;Ritual;Until dispelled;V, S, M (a kaosite worth at least 1,000 gp);Wizard;#!spells/Level6/Instant Summon.md
no ritual,Druid*,Warlock*,Wizard*;Investiture of Flame;6;Transmutation;Fire;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Druid, Warlock, Wizard;#!spells/Level6/Investiture of Flame.md
no ritual,Druid*,Warlock*,Wizard*;Investiture of Ice;6;Transmutation;Water;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Druid, Warlock, Wizard;#!spells/Level6/Investiture of Ice.md
no ritual,Druid*,Warlock*,Wizard*;Investiture of Stone;6;Transmutation;Earth;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Druid, Warlock, Wizard;#!spells/Level6/Investiture of Stone.md
no ritual,Druid*,Warlock*,Wizard*;Investiture of Wind;6;Transmutation;Air;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Druid, Warlock, Wizard;#!spells/Level6/Investiture of Wind.md
no conc,no concentration,no ritual,Warlock*,Wizard*;Magic Jar;6;Necromancy (Black);Death;1 minute;;;Until dispelled;V, S, M (an onyx, reliquary, or some other ornamental container worth at least 500 gp);Warlock, Wizard;#!spells/Level6/Magic Jar.md
no conc,no concentration,no ritual,Bard*,Warlock*,Wizard*;Mass Suggestion;6;Enchantment (Compulsion);Darkness;1 action;;;24 hours;V, F;Bard, Warlock, Wizard;#!spells/Level6/Mass Suggestion.md
no ritual,Warlock*,Wizard*;Mental Prison;6;Illusion (Phantasm);Darkness;1 action;Concentration;;Concentration, up to 1 minute;S, M (an aventurine worth at least 1,000 gp);Warlock, Wizard;#!spells/Level6/Mental Prison.md
no ritual,Druid*,Wizard*;Move Earth;6;Transmutation;Earth;1 action;Concentration;;Concentration, up to 2 hours;V, S, F;Druid, Wizard;#!spells/Level6/Move Earth.md
no conc,no concentration,no ritual,Cleric*;Planar Ally;6;Conjuration (Calling);Aether;10 minutes;;;Instantaneous;V, S;Cleric;#!spells/Level6/Planar Ally.md
no ritual,Druid*;Primordial Ward;6;Abjuration;Water;1 action;Concentration;;Concentration, up to 1 minute;V, S;Druid;#!spells/Level6/Primordial Ward.md
no conc,no concentration,no ritual,Bard*,Wizard*;Programmed Illusion;6;Illusion (Figment);Darkness;1 action;;;Until dispelled;V, S, M (tanzanite dust worth at least 25 gp);Bard, Wizard;#!spells/Level6/Programmed Illusion.md
no conc,no concentration,no ritual,Warlock*,Wizard*;Scatter;6;Conjuration (Teleportation);Aether;1 action;;;Instantaneous;V;Warlock, Wizard;#!spells/Level6/Scatter.md
no conc,no concentration,no ritual,Warlock*,Wizard*;Soul Cage;6;Necromancy (Black);Death;1 reaction, which you take when a humanoid you can see within 60 feet of you dies;;;8 hours;V, S, M (a tiny black ore cage worth 100 gp);Warlock, Wizard;#!spells/Level6/Soul Cage.md
no ritual,Druid*,Warlock*;Summon Fey;6;Conjuration (Summoning);Light;1 minute;Concentration;;1 hour;V, S, M (diaspore dust, which the spell consumes, or a whole diaspore gemstone);Druid, Warlock;#!spells/Level6/Summon Fey.md
no ritual,Druid*, Wizard*;Sunbeam;6;Evocation;Light;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Druid,  Wizard;#!spells/Level6/Sunbeam.md
no conc,no concentration,no ritual,Druid*;Transport via Plants;6;Conjuration (Teleportation);Earth;1 action;;;1 round;V, S;Druid;#!spells/Level6/Transport via Plants.md
no conc,no concentration,no ritual,Bard*,Cleric*,Warlock*,Wizard*;True Seeing;6;Divination;Aether;1 action;;;1 hour;V, S, M (an ointment for the eyes that contains mystic quartz dust worth at least 25 gp and is consumed by the spell);Bard, Cleric, Warlock, Wizard;#!spells/Level6/True Seeing.md
no ritual,Wizard*;Wall of Ice;6;Conjuration (Creation);Water;1 action;Concentration;;Concentration, up to 10 minutes;V, S, M (an aquamarine);Wizard;#!spells/Level6/Wall of Ice.md
no ritual,Druid*;Wall of Thorns;6;Conjuration (Creation);Earth;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Druid;#!spells/Level6/Wall of Thorns.md
no conc,no concentration,no ritual,Druid*;Wind Walk;6;Transmutation;Air;1 minute;;;8 hours;V, S, F;Druid;#!spells/Level6/Wind Walk.md
no conc,no concentration,no ritual,Cleric*;Word of Recall;6;Conjuration (Teleportation);Aether;1 action;;;Instantaneous;V, F;Cleric;#!spells/Level6/Word of Recall.md
