!tags;Name;Level;School;Element;Casting time;Concentration;Ritual;Duration;Components;Classes;!href
no conc,no concentration,no ritual,Bard*,Druid*,Warlock*,Wizard*,Aether*,level 9,level9,lv9,lvl9;Foresight;9;Divination;Aether;1 minute;;;8 hours;V, S, F;Bard, Druid, Warlock, Wizard;#!spells/Level9/Foresight.md
no conc,no concentration,no ritual,Cleric*,Sorcerer*,Wizard*,Aether*,level 9,level9,lv9,lvl9;Gate;9;Conjuration (Teleportation/Calling);Aether;1 action;;;1 minute;V, S, M (a kaosite worth at least 5,000 gp);Cleric, Sorcerer, Wizard;#!spells/Level9/Gate.md
no conc,no concentration,no ritual,Warlock*,Wizard*,Earth*,level 9,level9,lv9,lvl9;Imprisonment;9;Abjuration;Earth;1 minute;;;Until dispelled;V, S, M (a vellum depiction or a carved statuette in the likeness of the target, and a special component that varies according to the version of the spell you choose, worth at least 500 gp per Hit Die of the target);Warlock, Wizard;#!spells/Level9/Imprisonment.md
no ritual,Wizard*,Earth*,level 9,level9,lv9,lvl9;Invulnerability;9;Abjuration;Earth;1 action;Concentration;;Concentration, up to 10 minutes;V, S, M (a small piece of adamantine worth at least 500 gp, which the spell consumes);Wizard;#!spells/Level9/Invulnerability.md
no ritual,Wizard*,Aether*,level 9,level9,lv9,lvl9;Mass Polymorph;9;Transmutation;Aether;1 action;Concentration;;Concentration, up to 1 hour;V, S, F;Wizard;#!spells/Level9/Mass Polymorph.md
no conc,no concentration,no ritual,Wizard*,Fire*,level 9,level9,lv9,lvl9;Meteor Swarm;9;Conjuration (Creation);Fire;1 action;;;Instantaneous;V, S;Wizard;#!spells/Level9/Meteor Swarm.md
no conc,no concentration,no ritual,Bard*,Warlock*,Wizard*,Death*,level 9,level9,lv9,lvl9;Power Word: Kill;9;Divination;Death;1 action;;;Instantaneous;V;Bard, Warlock, Wizard;#!spells/Level9/Power Word Kill.md
no conc,no concentration,no ritual,Wizard*,Light*,level 9,level9,lv9,lvl9;Prismatic Wall;9;Abjuration;Light;1 action;;;10 minutes;V, S;Wizard;#!spells/Level9/Prismatic Wall.md
no conc,no concentration,no ritual,Warlock*,Wizard*,Darkness*,level 9,level9,lv9,lvl9;Psychic Scream;9;Enchantment (Compulsion);Darkness;1 action;;;Instantaneous;S;Warlock, Wizard;#!spells/Level9/Psychic Scream.md
no ritual,Druid*,Wizard*,Fire*,level 9,level9,lv9,lvl9;Shapechange;9;Transmutation;Fire;1 action;Concentration;;Concentration, up to 1 hour;V, S, M (a jade circlet worth at least 1,500 gp, which you must place on your head before you cast the spell);Druid, Wizard;#!spells/Level9/Shapechange.md
no conc,no concentration,no ritual,Wizard*,Aether*,level 9,level9,lv9,lvl9;Time Stop;9;Transmutation;Aether;1 action;;;Instantaneous;V;Wizard;#!spells/Level9/Time Stop.md
no ritual,Bard*,Warlock*,Wizard*,Aether*,level 9,level9,lv9,lvl9;True Polymorph;9;Transmutation;Aether;1 action;Concentration;;Concentration, up to 1 hour;V, S, F;Bard, Warlock, Wizard;#!spells/Level9/True Polymorph.md
no ritual,Wizard*,Darkness*,level 9,level9,lv9,lvl9;Weird;9;Illusion (Phantasm);Darkness;1 action;Concentration;;1 minute;V, S;Wizard;#!spells/Level9/Weird.md
no conc,no concentration,no ritual,Wizard*,Aether*,level 9,level9,lv9,lvl9;Wish;9;Divination;Aether;1 action;;;Instantaneous;V;Wizard;#!spells/Level9/Wish.md
